ds_h_dt,di_h_dt,dr_h_dt
4.6930194808059166e-07,-5.194805194805187e-07,5.0178571436854114e-08
7.323971861206147e-07,-7.575757575757564e-07,2.5178571429196328e-08
-5.450324676026241e-07,5.032467532467524e-07,4.1785714277597925e-08
-1.031185064948037e-06,9.577922077922066e-07,7.339285713892085e-08
-1.498798701260462e-06,1.3798701298701278e-06,1.1892857142842272e-07
-1.8182359307616915e-06,1.6450216450216423e-06,1.7321428571331898e-07
-1.2073322510630646e-06,1.00108225108225e-06,2.062500000024614e-07
-1.6092965368086354e-06,1.3582251082251062e-06,2.510714285780536e-07
-9.330303030186116e-07,6.601731601731599e-07,2.728571428592397e-07
-3.119859306455197e-07,3.787878787878854e-08,2.7410714285164284e-07
-2.5100378788778244e-06,2.164502164502161e-06,3.455357142842508e-07
-4.761498917760232e-06,4.2748917748917685e-06,4.866071428577534e-07
-5.718685064937112e-06,5.064935064935058e-06,6.537500000028396e-07
-1.1794274891785417e-05,1.0784632034632022e-05,1.0096428571387817e-06
-1.5123955627638352e-05,1.3663419913419894e-05,1.460535714280231e-06
-2.009142857151147e-05,1.803571428571425e-05,2.055714285714716e-06
-2.464420454545424e-05,2.186688311688308e-05,2.777321428573676e-06
-2.2364074675318424e-05,1.896103896103893e-05,3.403035714284741e-06
-2.0647651515159904e-05,1.6693722943722923e-05,3.953928571429066e-06
-9.426369047604856e-06,5.297619047619034e-06,4.128750000005621e-06
6.827310605972414e-06,-1.0606060606060589e-05,3.778749999995557e-06
1.4399366883133258e-05,-1.759740259740256e-05,3.1980357142885607e-06
2.2067981601758824e-05,-2.4458874458874423e-05,2.3908928571472754e-06
1.9979594155838946e-05,-2.165584415584413e-05,1.6762499999989355e-06
1.1946158008702136e-05,-1.3187229437229424e-05,1.2410714285704394e-06
9.02744047615034e-06,-9.94047619047618e-06,9.130357142839164e-07
4.878024891796784e-06,-5.606060606060596e-06,7.280357142841476e-07
5.4207738095501945e-06,-5.952380952380943e-06,5.31607142861823e-07
5.857564935096704e-06,-6.185064935064925e-06,3.275000000010908e-07
1.4332954545448473e-06,-1.7045454545454503e-06,2.7124999999600385e-07
-7.688950216522272e-06,7.180735930735921e-06,5.08214285717401e-07
-1.839007034626361e-05,1.7310606060606034e-05,1.0794642857150929e-06
-2.14152543289714e-05,1.9686147186147155e-05,1.7291071428560123e-06
-1.5960806277082185e-05,1.3777056277056258e-05,2.183750000002427e-06
-7.801525974016066e-06,5.43831168831168e-06,2.363214285719395e-06
2.0192099566829214e-06,-4.242424242424236e-06,2.223214285709818e-06
1.051600108220585e-05,-1.2332251082251065e-05,1.816249999987696e-06
1.268376082247391e-05,-1.4036796536796515e-05,1.3530357142813032e-06
9.278814935065329e-06,-1.0292207792207776e-05,1.0133928571506856e-06
4.542895021664162e-06,-5.378787878787872e-06,8.358928571539082e-07
2.478874458866631e-06,-3.208874458874456e-06,7.300000000043383e-07
2.0034253246925537e-06,-2.6461038961038934e-06,6.426785714164218e-07
8.162662338273563e-07,-1.41233766233766e-06,5.960714285629942e-07
1.9864285714654706e-06,-2.499999999999997e-06,5.13571428578663e-07
1.4428679653288867e-06,-1.893939393939392e-06,4.510714285699269e-07
5.606872294228182e-07,-9.794372294372288e-07,4.187499999946942e-07
2.3929329004968025e-06,-2.721861471861468e-06,3.289285714289103e-07
2.1529545454201937e-06,-2.402597402597398e-06,2.4964285715023404e-07
1.2707900431951913e-06,-1.47186147186147e-06,2.0107142858355465e-07
1.7553679653725671e-06,-1.8939393939393916e-06,1.3857142856787966e-07
-4.35443722746065e-08,-9.199134199134233e-08,1.3553571427682434e-07
-1.566531385222003e-06,1.385281385281383e-06,1.8124999999480362e-07
-1.746401515123619e-06,1.515151515151513e-06,2.312499999962414e-07
-1.3380357143377708e-06,1.07142857142857e-06,2.666071428625294e-07
1.7498917748159928e-07,-4.274891774891765e-07,2.525000000058731e-07
1.933122294406342e-06,-2.1158008658008627e-06,1.826785714365009e-07
2.2936147185959044e-06,-2.3971861471861435e-06,1.035714285724243e-07
1.204448051905782e-06,-1.2662337662337645e-06,6.178571428094859e-08
-8.220021645022335e-07,7.359307359307349e-07,8.607142856775775e-08
-2.8250865800050207e-06,2.651515151515147e-06,1.7357142856333496e-07
-3.840497835472245e-06,3.549783549783544e-06,2.907142857139222e-07
-3.639020562828943e-06,3.241341991341985e-06,3.976785714343567e-07
-1.895752164526865e-06,1.4502164502164483e-06,4.4553571428018746e-07
4.041179653690996e-07,-8.2251082251082e-07,4.1839285713773933e-07
2.2870833333299423e-06,-2.619047619047616e-06,3.319642857199656e-07
2.798338744613993e-06,-3.030303030303026e-06,2.3196428572402894e-07
2.406433982693468e-06,-2.5541125541125493e-06,1.476785714341067e-07
1.5348593073172268e-06,-1.6287878787878764e-06,9.392857142076495e-08
1.128950216089386e-07,-2.0021645021645036e-07,8.73214285670998e-08
-2.1029761909652225e-07,1.1904761904761903e-07,9.125000000054229e-08
3.168073592352272e-07,-3.950216450216441e-07,7.821428570781165e-08
-1.39182359304435e-06,1.2716450216450198e-06,1.2017857142776478e-07
-3.066017315922487e-06,2.851731601731597e-06,2.1428571429088494e-07
-3.2216125540607266e-06,2.911255411255407e-06,3.10357142860318e-07
-3.105270562742124e-06,2.7056277056277022e-06,3.996428571406696e-07
-2.1995670996255434e-06,1.74242424242424e-06,4.571428571381597e-07
-9.43457792224045e-07,4.707792207792197e-07,4.726785714295745e-07
1.3496049783845443e-06,-1.7640692640692611e-06,4.144642857181746e-07
4.7840746753569086e-06,-5.032467532467525e-06,2.483928571439531e-07
3.5079707791929597e-06,-3.636363636363631e-06,1.2839285714466578e-07
1.6227813848246345e-07,-2.813852813852808e-07,1.1910714285690017e-07
-2.6736580086561545e-06,2.47294372294372e-06,2.00714285712722e-07
-7.702261904773966e-06,7.261904761904752e-06,4.403571428612807e-07
-9.887164502120347e-06,9.14502164502163e-06,7.42142857140804e-07
-7.891531385306738e-06,6.920995670995662e-06,9.705357142883453e-07
-5.844864718607123e-06,4.718614718614713e-06,1.1262500000039366e-06
-3.909983766148262e-06,2.6948051948051912e-06,1.2151785714273331e-06
-1.975395021613924e-06,7.359307359307353e-07,1.2394642857210814e-06
2.3624999995197626e-07,-1.4285714285714263e-06,1.1923214285683437e-06
-3.314880953064759e-07,-8.333333333333344e-07,1.1648214285620018e-06
-3.0374134198929426e-06,1.812770562770559e-06,1.2246428571435763e-06
5.137932900245445e-07,-1.6829004329004302e-06,1.169107142859338e-06
4.403950216447239e-06,-5.395021645021638e-06,9.910714285771285e-07
3.693203463273065e-06,-4.534632034632026e-06,8.414285714228309e-07
1.9702543290200936e-06,-2.7218614718614688e-06,7.51607142857047e-07
1.925919913381424e-06,-2.5919913419913383e-06,6.660714285747216e-07
3.5542478355465867e-06,-4.085497835497829e-06,5.312499999909903e-07
1.928273809570502e-06,-2.380952380952377e-06,4.526785714262238e-07
-7.26580086651829e-07,2.651515151515147e-07,4.614285714285571e-07
7.962824675189495e-07,-1.2175324675324669e-06,4.212500000003172e-07
-2.479653679055005e-07,-1.677489177489173e-07,4.157142857105778e-07
-1.634296536823232e-06,1.1796536796536783e-06,4.546428571533534e-07
-2.534090909334097e-07,-1.9480519480519486e-07,4.482142857142879e-07
1.0060010828816246e-06,-1.4393939393939172e-06,4.333928572269885e-07
2.10931457489405e-06,-2.490981240981217e-06,3.816666667710855e-07
1.796817279908769e-06,-2.071608946608949e-06,2.747916666712147e-07
6.787770562288742e-07,-8.062770562770734e-07,1.2749999998840078e-07
-8.162878795126005e-08,3.7878787878761444e-08,4.3749999983910826e-08
